Locality,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Grenada,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,,24.25085,23.14854,4.40925,3.30693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.53467,237.32764,220.46227,429.73608,403.82074,469.15474,451.13195,472.29633,493.1741,497.67153,324.27796,541.66478,517.0171,734.13937
Guyana,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,,0,0,40.78552,62.83175,66.13868,67.24099,19.8416,19.8416,34.17165,13.22774,13.22774,27.55778,28.6601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,,0,1.10231,0,0,0,0,1.10231,1.10231,1.10231,1.10231,1.10231,0.5732,1.10341,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,61.56409,148.62464,135.70555,155.00702,185.93788,191.51558,201.72298,144.61223,141.77929,192.88244,189.32198,196.89486,259.51716,137.78892
Jamaica,,1.10231,1.10231,0,0,0,0,0,0,0,41.88783,57.32019,15.84903,70.66257,69.44562,58.4225,61.72944,94.79878,66.13868,63.93406,79.36642,58.4225,58.64296,97.0034,93.69647,102.51496,64.37498,35.27396,39.68321,52.56923,56.60369,59.52481,61.79557,135.5843
Martinique,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3005,40.78552,77.52556,70.36053,108.12572,72.3006,66.59063,74.72569,75.47526,75.47526,75.47526
Panama,,2.20462,3.30693,3.30693,3.30693,9.9208,38.5809,8.81849,38.5809,28.6601,12.12542,35.27396,49.72967,54.01326,58.4225,59.52481,56.21788,110.23114,62.83175,62.83175,66.13868,66.13868,69.44562,49.60401,0,1.96211,371.47893,252.17577,246.41068,34.50235,69.02674,118.54256,87.44636,88.18491
Paraguay,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33069,0.22046,0.36376,0.31967,0.18739,0.18739,1.23459,1.10231
Peru,,253.03557,263.64532,286.9592,249.2326,232.61525,310.54867,290.45904,324.02442,382.28158,333.20117,256.80658,438.46639,425.87799,605.11933,551.49078,580.83652,606.97562,633.9569,691.52511,631.53622,980.9105,893.34399,1208.61827,1193.70399,1219.4099,1594.60361,1224.84429,1608.72422,1440.11468,1073.75047,1340.62005,1316.10465,835.55201
Puerto Rico,,0,0,0,188.49524,110.23114,110.23114,255.73624,322.97723,394.62747,328.48879,234.79232,211.64378,169.75595,176.36982,178.57444,181.88137,187.39293,190.69987,192.90449,176.36982,176.36982,170.85826,485.017,1521.18968,1433.00477,1466.07411,1653.46704,1653.46704,1653.46704,1653.46704,1653.46704,1653.46704,1653.46704
Saint Kitts and Nevis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent/Grenadines,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,,1.10231,1.10231,1.10231,1.10231,1.10231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,,5.51156,4.40925,3.30693,2.20462,2.20462,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,0.55116,0.44092,2.28652,4.53601,3.64468,1.26766,1.27868,1.27868,1.94007,0.79366,1.59835,2.55736,1.92904,2.35895,3.04238,3.50535,4.29901,2.60145,3.00931,4.73994,2.84396,2.68964
Venezuela,,328.48879,281.0894,175.26751,227.07614,231.48539,317.46567,336.20496,256.83855,351.63732,372.58124,246.43273,0.68343,5.03756,42.97912,84.01817,7.95869,232.53258,52.01807,1463.08684,55.38012,198.98925,74.33988,27.09481,65.03637,212.29414,55.31398,173.14005,209.33995,212.88939,357.73311,328.48879,220.46227,330.69341
"Virgin Islands,  U.S.",,0,0,0,0,0,0,0,0,0,0,80.46873,135.5843,225.97383,253.53161,270.06628,275.57784,275.57784,277.78246,279.98709,281.0894,283.29402,0,0,0,0,0,0,0,0,0,0,0,0
"Virgin Islands, British",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,,1410393.727,1423061.985,1441754.232,1468853.311,1505653.623,1572789.246,1588712.056,1603582.843,1572943.768,1587118.753,1480982.748,1326631.245,1243731.293,1174639.522,1125189.206,1110284.908,1112237.453,1086083.612,1055843.623,992115.0621,1043359.866,1041823.986,1031208.639,1056208.576,1051611.519,1037895.591,1059937.409,1084060.39,1036772.335,962454.5035,969364.8934,1022564.644,1026712.642
Albania,,1715.19648,1912.51021,2094.39158,2267.45447,2474.689,2710.58363,2685.23047,2678.6166,2792.15467,2462.56358,2344.61626,1308.44358,371.47893,244.71312,187.55828,88.18491,124.56118,42.99014,54.01326,131.17505,80.46873,93.69647,99.20802,99.20802,99.20802,84.87797,84.87797,84.87797,108.02651,238.09925,263.45241,338.40959,279.98709
Austria,,7820.8991,8286.07449,7669.88244,7842.94532,9095.17103,9088.55716,7497.92187,7568.46979,7020.62105,7058.09964,8076.63533,8560.55002,6186.17135,5597.53708,5610.76482,6795.74953,6677.80222,6824.40963,5799.26006,6268.8447,6743.9409,7103.2944,7206.91167,7700.74716,7187.07006,7284.07346,6944.56157,6168.53437,5878.62648,4538.21587,5428.88345,5575.49086,5161.02179
Belgium,,18163.88658,22297.55418,22449.67315,18347.97258,21008.9522,20810.53616,18343.56333,17236.84273,13964.0803,16228.22783,16577.66054,15585.58031,14464.52966,13237.65712,14363.11701,13826.29138,13314.81891,13063.49192,13255.2941,11500.41441,12913.57758,12009.68226,10397.00074,9738.92086,9439.09217,8535.19686,8170.3318,7330.37054,7490.20569,5176.45414,5488.40826,5017.72131,4752.06427
Bosnia and Herzegovina,,--,--,--,--,--,--,--,--,--,--,--,--,16534.67039,14330.04767,1543.2359,1807.79063,1862.9062,6010.90384,7754.76041,7464.85253,8197.88958,8074.43071,8633.30257,9273.74547,9359.72575,9947.25771,10835.72066,10604.23528,12222.42835,12362.4219,12711.8546,14926.39812,14427.05107
Bulgaria,,40742.53016,40439.80239,43737.01408,43823.79906,45319.33795,43649.32521,47026.80722,48852.23483,44872.89082,45221.22121,41626.58387,33121.48011,33519.19405,32206.34122,30765.51004,32736.23001,33079.26159,37642.83172,36833.70101,31913.67756,32261.34656,34665.77424,31701.00863,35124.33576,33834.21259,32335.20142,33283.18919,37165.5298,36385.09336,33241.30136,35992.67051,44364.72529,38278.86427
Croatia,,--,--,--,--,--,--,--,--,--,--,--,--,790.35724,847.5672,574.08376,295.41944,429.24004,588.01146,467.04932,308.65269,899.78039,877.43984,1082.46976,1256.63495,1332.69443,1281.98811,1203.724,1294.11354,1330.48981,963.42013,1289.70429,1350.33142,1473.79029
Cyprus,,0,0,0,0,57.32019,81.57104,60.62712,166.44902,100.31033,82.67335,119.04963,123.83476,28.6601,34.17165,29.76241,22.04623,12.12542,20.94392,28.6601,33.06934,54.01326,71.65024,58.4225,58.4225,63.93406,58.4225,60.62712,55.11557,45.19477,24.25085,29.76241,23.14854,15.43236
Czech Republic,,--,--,--,--,--,--,--,--,--,--,--,--,--,78854.94542,72771.28902,71435.28765,71130.38833,70029.84067,64519.38618,56045.91876,67044.78151,64751.97388,62490.03097,64165.54424,60413.27637,62148.31445,63511.8736,64250.42221,59851.09758,56206.85622,56885.88002,57625.53094,54952.4259
Denmark,,10739.81958,9236.26688,10646.12311,9595.62038,10262.51876,13500.00722,12973.10239,13409.61769,12505.72237,9957.17851,11074.92223,14948.44435,12216.9168,13063.49192,14343.27541,12175.02897,16590.88827,12323.841,10411.33079,8510.94601,7364.54219,7748.14655,7651.14315,10541.40353,8126.23934,6974.32397,10148.98069,8751.24988,7573.98135,7500.12649,7185.96775,6112.31649,4625.29846
Faroe Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,,8014.9059,6947.8685,4555.85285,4735.5296,5434.395,7082.35048,6232.46843,7504.53574,7276.35728,7193.68393,7091.16898,6982.2562,6077.04253,7195.88855,8983.83758,7508.94498,8812.53839,8203.40114,6219.24069,6224.75225,6311.83484,7263.12955,7805.46674,10354.0106,9468.85458,5643.83416,8997.06532,8405.12412,6046.17781,6293.09555,8184.66184,6470.56768,5417.86033
Former Czechoslovakia,,134052.0844,133672.8893,134755.3591,137836.3193,143267.9586,140287.8598,140848.9363,139465.5355,136983.1303,129968.0209,119482.4053,107881.9782,101375.1665,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,,--,--,--,--,--,--,--,--,--,--,--,--,42808.26165,41139.36225,37812.58657,45486.87825,44959.97342,47412.6162,49360.40037,36790.74394,45242.16513,45324.83848,47477.65257,50096.74436,50794.50745,46305.89559,--,--,--,--,--,--,--
Former Yugoslavia,,48673.56118,58541.52964,62438.11211,68159.10806,76499.30604,81621.74693,81864.25543,82707.52362,84509.80269,85305.67149,83156.16434,81067.28431,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
France,,55984.18933,50830.88372,51088.82458,46040.23855,44274.33576,42486.38673,34973.08762,30746.77075,24124.0841,32538.02671,33829.93562,35682.94086,31544.84418,25013.64937,24566.11096,25682.75237,27925.95598,24091.01476,28914.72927,25628.73911,24695.08139,20684.87266,22257.87097,23708.51272,22469.51475,23323.80606,21562.3125,22426.52461,21122.49027,18856.13812,20070.88523,17191.64796,19015.97326
Germany,,--,--,--,--,--,--,--,--,--,--,--,407944.4903,362204.0804,334978.0921,314276.6881,300723.6939,295808.5603,281005.621,268773.834,257561.663,269814.8789,278151.7369,278407.2637,277307.3664,280407.066,270789.3993,270533.6631,281443.2386,267881.502,247866.8346,255957.8,262245.384,269434.6587
"Germany, East",,296752.1388,303080.5083,309555.4852,312280.3989,332735.9908,346788.256,349571.5922,350139.2826,348809.8951,340356.2692,321263.1342,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"Germany, West",,238281.4657,240606.9789,235831.722,235910.0302,240555.7766,227079.8218,224532.3582,214719.0313,212853.8103,212875.9998,212419.0146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,,25628.73911,30168.05729,30599.06103,36044.47915,36249.50906,41908.77558,43946.94928,49019.78616,56218.98165,58635.24815,58946.09995,58544.85862,62202.32771,62447.04083,65507.05716,64434.50821,65721.34649,66147.50006,68238.58471,68321.25806,72406.42396,75493.99808,76814.56709,78160.48926,78964.07424,77892.6276,71720.7863,73948.55755,71822.19894,72257.61193,64274.67306,66544.33215,70352.8179
Hungary,,31759.79489,31552.56036,32641.64398,31165.64907,31548.15111,29783.35062,29311.56136,29117.55456,26977.96821,25350.95665,22945.71326,22318.4981,20486.45662,19863.6507,18532.05858,18615.83424,19218.79855,18798.81793,18071.29243,18306.08475,16578.76285,16868.67073,15850.13504,16362.70982,14981.51369,12924.60069,13059.08268,13019.39947,12757.04936,11655.84032,11822.28933,12479.2669,12020.70538
Iceland,,30.86472,50.70632,52.91095,76.05948,105.82189,113.53807,125.66349,101.41265,103.61727,108.02651,104.71958,106.9242,74.95717,74.95717,112.43576,91.49184,106.9242,93.69647,110.23114,95.90109,163.14208,154.32359,160.93746,152.11897,171.96057,165.3467,147.70972,177.47213,155.4259,142.19817,149.91434,151.01666,162.03977
Ireland,,1177.26853,1431.90246,1451.74406,1653.46704,1652.36473,1772.51667,2576.10165,3591.33041,3582.51192,3815.09962,3600.1489,3580.3073,3284.88785,3247.40927,3040.17473,3020.33313,3367.5612,3142.68969,3263.94394,2798.76854,3328.98031,3409.44904,3179.06596,3180.16827,3265.04625,3410.55135,2996.08228,2886.95345,2587.12476,2138.48404,2302.72843,2352.33244,2766.80151
Italy,,19244.15171,20888.80026,22741.78566,20135.9216,24671.93285,26875.45326,23564.10993,24713.82068,23366.7962,23089.01374,24772.24318,23181.60789,20369.61161,17725.16666,18711.73533,19966.16566,18319.31248,18433.95287,19261.7887,19209.98006,20480.94506,21904.02903,22747.29722,24754.6062,27794.78093,27497.15686,27796.98555,27974.45768,27203.94204,21057.4539,23370.10313,26419.09635,26081.78908
Kosovo,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8201.19651,9357.52113,9813.87803,9488.69618,9641.91746
Luxembourg,,2924.43204,2366.66249,2175.96262,2002.89974,2304.93305,2255.32904,2063.52687,1675.51327,1760.39124,1846.37153,1812.19988,1705.27567,1608.27227,1661.18322,1442.92557,813.50578,766.10639,487.22162,167.55133,168.65364,190.69987,211.64378,126.76581,97.0034,141.09585,135.5843,163.14208,134.48199,128.97043,115.74269,113.53807,99.20802,91.49184
Macedonia,,--,--,--,--,--,--,--,--,--,--,--,--,7503.43342,7618.07381,7975.22269,8195.68496,8082.14689,8314.73458,9370.74887,8498.82058,8660.86035,9353.11189,8092.06769,8355.52011,8340.08775,8256.31208,7599.33451,7762.47659,8588.1078,8247.49359,7677.59862,8891.24343,8428.27265
Malta,,1.10231,1.10231,26.45547,57.32019,103.61727,233.69001,160.93746,200.62067,270.06628,334.00034,330.69341,267.86166,225.97383,330.69341,231.48539,40.78552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1585.12374,1283.09042,1903.69172,1032.86574,2060.21993,2126.35861,2146.20022
Netherlands,,6654.65368,7654.45008,6193.88753,8596.92629,10865.48307,10868.79,10975.71421,11426.55955,13665.35392,13852.74686,14947.34204,13614.6476,13358.91137,13791.01742,15023.40152,15631.87739,14903.24958,14924.1935,15315.51403,13151.67683,13977.30804,14854.74788,14804.04156,15155.67888,14926.39812,14209.89574,13681.88859,14858.05482,14061.0837,13191.36004,13247.57792,13072.31041,14377.44706
Norway,,1601.65841,1490.32496,1498.04114,1499.14345,1822.12068,1858.49695,1651.26242,1570.79369,1611.57921,1585.12374,1408.75392,1280.8858,1254.43033,1388.91231,1612.68152,1673.30864,1641.34161,1682.12713,1750.47044,1736.14039,1717.4011,1543.2359,1329.3875,1289.70429,1515.67812,1268.76037,1165.14311,1315.05745,1404.34467,917.12305,1246.71415,1382.29844,1385.60538
Poland,,221122.5564,199836.9241,208031.5067,212671.1352,226960.3974,238406.7985,247267.1772,258260.5284,253079.665,242054.3468,202177.1311,201676.8074,191766.9026,193421.472,183862.2278,184591.958,188789.5596,181895.7044,168152.0863,161761.9874,158488.0234,151770.1081,149948.7591,154154.9367,153518.903,150165.6719,154818.5281,149579.2422,148914.5485,140908.4611,147870.6596,153281.9061,146665.8333
Portugal,,777.57043,697.54263,579.26462,731.05289,691.14922,1297.42047,2478.98802,3184.13659,3712.3642,4528.29506,4857.88616,5094.29337,5196.18552,5490.61288,5776.11152,6253.41234,5994.36917,6046.17781,5495.02213,6705.36,6730.71316,5685.72199,6271.04932,5921.61662,6086.96333,6041.76856,6030.74545,5231.56971,4585.61526,5158.81716,2981.75223,4078.55203,5372.66557
Romania,,44974.30347,48465.25741,48614.68673,57344.33131,57805.09746,60348.24,62070.05034,67078.95316,76168.61263,77723.97396,51971.77598,43321.93874,48619.64713,48853.33714,49507.00778,50193.74776,50123.19983,42065.30379,34568.48423,30790.86321,35648.74937,38170.83776,38363.74225,41821.69298,40411.83675,40325.85647,45193.66343,44505.82114,44473.85411,38683.41254,35945.27112,42958.17599,39581.7963
Serbia,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49721.95849,49839.90581,43794.83031,43812.4673,42402.61107,47303.48737,43306.50638
Slovakia,,--,--,--,--,--,--,--,--,--,--,--,--,--,15933.9107,13710.54869,13948.64794,13561.73666,12383.36581,11529.07451,10876.50618,9896.55139,10122.52521,9693.7261,10227.24479,9845.84506,9290.28014,9555.93718,8824.00243,8992.65607,8567.16389,8415.04492,8229.85661,7700.74716
Slovenia,,--,--,--,--,--,--,--,--,--,--,--,--,6512.45551,6183.96673,5823.51091,5837.84096,5539.11458,6218.13838,5950.27672,5503.84062,5507.14755,5795.95313,6232.46843,5962.40214,5993.26686,5788.23695,5827.92016,5859.88719,5772.80459,5480.69208,5453.1343,5582.10472,5612.96944
Spain,,34073.54643,45245.47206,50081.312,52697.09685,52113.97414,53695.79095,51971.77598,50333.7413,42279.15219,53343.05131,51630.05946,52481.01076,52225.30759,48995.53531,47526.15427,47590.08832,40482.38468,45212.40272,43727.58932,47794.01593,49721.95849,45634.58797,50532.15734,46675.1699,49592.98807,48350.68316,42539.29768,46144.95813,28553.17115,21487.35533,15929.50146,26373.90159,31635.23371
Sweden,,2830.73557,2451.54046,2730.42524,3473.38309,4182.1693,4903.08093,5052.99527,4963.70805,4932.84333,4455.54252,4463.25869,4175.55543,3870.21518,3960.60471,4326.00274,4178.86236,4447.82634,3807.38344,3636.52518,3504.24781,3538.41946,3966.11627,4003.59486,3728.01702,4117.13293,3703.76617,3836.04353,3831.63429,3310.24101,2519.88377,3401.73286,3464.5646,3112.92728
Switzerland,,491.63087,741.85554,666.89837,579.81578,799.17574,795.8688,693.35385,642.64752,552.25799,572.0996,586.42964,493.83549,346.12577,287.70326,291.0102,311.95411,234.79232,180.77906,149.91434,157.63052,227.07614,243.61081,224.87152,231.48539,221.56458,261.24779,271.16859,318.56798,287.70326,267.86166,271.16859,256.83855,230.38307
Turkey,,22599.58749,23822.05079,26490.74659,29969.64124,35238.68954,46190.1529,55219.18524,53965.19584,46012.68077,60648.06869,59989.98881,63546.04525,65960.10713,60476.10812,65569.88891,67339.09864,73280.55687,80095.04569,86283.42167,83690.78535,88845.19327,80291.25712,73238.66904,71060.50179,71419.8553,85232.91894,92449.75141,108917.1808,108836.7121,108913.8739,105732.6033,111897.8307,108396.8899
United Kingdom,,133560.4536,130343.909,122355.4586,123315.5718,87553.28435,116294.9507,122972.753,128541.63,122836.0664,125929.152,119377.0133,118033.6088,110743.7107,96144.70129,90779.74529,78971.50382,76928.10516,68894.45997,68409.44297,60659.0918,65627.2091,69529.39131,64327.58401,69491.91273,67307.13161,68261.73325,74440.18842,69668.28254,64501.7492,53273.60569,55392.24813,54889.59415,69807.17378
Eurasia,,751332.1157,748106.7527,770504.6172,763734.2208,769601.8242,778867.8535,802557.6269,806942.6215,821181.1773,777312.4922,848468.895,672436.3848,575720.6884,533014.9417,477192.7922,445980.846,425294.871,385633.0469,371849.3048,376010.5302,380479.3004,359426.2558,371706.0043,385990.8572,380171.7555,381375.4796,399101.7706,394829.0795,415991.1427,353292.5544,406972.2516,419332.4689,464979.1823
