Locality,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Cayman Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,,0.28182,0.29775,0.27229,0.26725,0.2776,0.28268,0.27272,0.27557,0.27542,0.27478,0.31879,0.3115,0.33835,0.34006,0.33706,0.35828,0.3419,0.344,0.29826,0.22932,0.28219,0.31875,0.31778,0.34145,0.30475,0.38486,0.40227,0.33708,0.36245,0.39076,0.34388,0.33851,0.32891
Colombia,,0.66083,0.67285,0.74996,0.78786,0.93196,1.0209,1.38934,1.55572,1.61884,1.78465,1.93152,1.87488,1.89984,1.99168,2.01266,2.37845,2.61502,2.84233,3.05122,3.20289,3.0757,3.0826,2.89052,3.11564,3.22987,3.3786,3.61104,3.75504,4.04401,4.19508,4.50769,5.172,5.35248
Costa Rica,,0.02179,0.02363,0.02469,0.02951,0.0311,0.02872,0.02994,0.03099,0.03118,0.03429,0.03483,0.03787,0.04157,0.04524,0.04513,0.04128,0.04458,0.05511,0.05,0.06128,0.0693,0.0701,0.0743,0.07242,0.07915,0.07901,0.08019,0.08155,0.08594,0.08576,0.08654,0.08632,0.08824
Cuba,,0.02426,0.03061,0.03616,0.04105,0.04798,0.05409,0.05749,0.05792,0.05216,0.05269,0.05388,0.05135,0.05771,0.05996,0.07063,0.07323,0.08548,0.11291,0.10118,0.12039,0.13025,0.13816,0.13394,0.15109,0.15802,0.14165,0.14026,0.14544,0.17215,0.16233,0.16891,0.17215,0.16522
Dominica,,0.00009,0.0001,0.00009,0.00016,0.00017,0.00015,0.00014,0.00015,0.00017,0.00017,0.00017,0.00017,0.00017,0.00016,0.00018,0.0002,0.0002,0.0002,0.00028,0.00033,0.00033,0.00028,0.00031,0.00029,0.00034,0.00027,0.00027,0.00021,0.0002,0.00023,0.00023,0.00034,0.00025
Dominican Republic,,0.00671,0.00923,0.00869,0.00908,0.00667,0.01122,0.00982,0.01031,0.00898,0.0065,0.00434,0.00603,0.00574,0.01189,0.00591,0.00659,0.00924,0.00721,0.00773,0.0115,0.00808,0.00758,0.00926,0.01254,0.01673,0.01913,0.01765,0.01719,0.01392,0.01458,0.01424,0.01609,0.01822
Ecuador,,0.46306,0.47481,0.476,0.54282,0.60657,0.66153,0.69176,0.43247,0.71737,0.66711,0.68234,0.71301,0.76344,0.82095,0.87375,0.91937,0.94378,0.92356,0.89684,0.89752,0.95361,0.98458,0.94188,0.98044,1.24172,1.24597,1.26308,1.2298,1.23549,1.17019,1.16721,1.21603,1.24672
El Salvador,,0.01603,0.01611,0.01737,0.01555,0.01787,0.01666,0.01684,0.01628,0.01784,0.01948,0.01941,0.01334,0.01441,0.01599,0.01652,0.01964,0.02393,0.01963,0.02064,0.02424,0.02009,0.02208,0.0218,0.02562,0.02451,0.02804,0.03214,0.03223,0.03672,0.03178,0.03792,0.03714,0.0357
Falkland Islands (Islas Malvinas),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002,0.00002,0.00002,0.00002,0.00002
French Guiana,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00548,0.00558,0.00578,0.00594,0.00616,0.00634,0.00655,0.00689,0.00701,0.00729,0.00641,0.00497
Grenada,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,,0,0,0,0,0,0,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00032,0.00032,0.00032,0.00032,0.00036,0.00041,0.00041,0.00051,0.00052,0.00061,0.00154,0.0015,0.0015,0.00149,0.00148,0.00148,0.00146,0.00146,0.00146,0.00143
Guatemala,,0.01677,0.01497,0.01867,0.02417,0.01774,0.01413,0.02921,0.02689,0.02621,0.03117,0.03376,0.03518,0.03263,0.03861,0.04286,0.0446,0.05166,0.05785,0.07425,0.08185,0.0785,0.07639,0.06705,0.09124,0.08489,0.08041,0.08942,0.0809,0.08469,0.08425,0.08863,0.08908,0.08247
Guyana,,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00006,0.00006,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,,0.00238,0.00245,0.0027,0.00282,0.0029,0.00321,0.00349,0.00346,0.00343,0.00346,0.00383,0.0036,0.00329,0.00279,0.00238,0.00258,0.00278,0.00202,0.00309,0.00271,0.00286,0.00289,0.00261,0.00255,0.00257,0.00262,0.00266,0.0015,0.00176,0.002,0.00171,0.00116,0.0015
Honduras,,0.00802,0.00858,0.00884,0.00874,0.00903,0.00905,0.01329,0.01178,0.01795,0.01904,0.02149,0.02189,0.02244,0.0231,0.01857,0.01708,0.02088,0.02108,0.01942,0.02158,0.02283,0.01957,0.01638,0.01782,0.01463,0.0186,0.02173,0.0231,0.02429,0.0284,0.0311,0.02845,0.03134
Jamaica,,0.00179,0.00179,0.00195,0.00215,0.0014,0.0013,0.0017,0.00194,0.0019,0.00223,0.00215,0.00173,0.00207,0.00222,0.00249,0.00225,0.00236,0.00244,0.00219,0.00222,0.00221,0.00149,0.00126,0.00149,0.00201,0.00236,0.00254,0.00244,0.0023,0.0023,0.0026,0.00348,0.00356
Martinique,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002
Montserrat,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0.00007,0.00007,0.00007,0.00007,0.00007,0.00007,0.00031,0.00031,0.00031,0.00031,0.0003,0.0003,0.0003,0.0003,0.0003,0.00059,0.00059,0.00058,0.00057
Nicaragua,,0.00561,0.00547,0.00476,0.00367,0.00556,0.00586,0.00486,0.00623,0.0061,0.00979,0.00817,0.00827,0.00747,0.00911,0.00762,0.00735,0.00742,0.00639,0.00459,0.00536,0.00383,0.00449,0.00616,0.00708,0.00704,0.009,0.00799,0.00777,0.01036,0.00889,0.01152,0.01088,0.01637
Panama,,0.01034,0.0153,0.0128,0.0105,0.01691,0.02096,0.02276,0.02195,0.0238,0.02322,0.02337,0.02146,0.01984,0.02386,0.02471,0.02484,0.03093,0.02957,0.02184,0.03194,0.03477,0.0258,0.03444,0.02851,0.03771,0.0371,0.03587,0.03662,0.03955,0.03832,0.04122,0.04013,0.05103
Paraguay,,0.00745,0.00788,0.00706,0.00832,0.00943,0.04247,0.12439,0.19274,0.20544,0.25276,0.28298,0.30648,0.28086,0.32089,0.37187,0.43003,0.46383,0.51415,0.51354,0.52607,0.54021,0.46358,0.48556,0.51894,0.51494,0.50649,0.52815,0.52571,0.54107,0.53103,0.52218,0.55429,0.56744
Peru,,0.53914,0.55663,0.56237,0.50417,0.53734,0.55963,0.54358,0.51177,0.4549,0.4267,0.40517,0.38458,0.36982,0.42523,0.43894,0.44176,0.42727,0.39696,0.4024,0.38994,0.38713,0.39937,0.40313,0.39974,0.40701,0.47211,0.50517,0.53865,0.5879,0.62269,0.80814,0.98891,1.01142
Puerto Rico,,0.00212,0.0013,0.00109,0.00116,0.00141,0.00191,0.00233,0.00268,0.00281,0.00284,0.00142,0.00124,0.0014,0.00124,0.0007,0.0009,0.0014,0.00104,0.00105,0.00162,0.00155,0.00137,0.00116,0.00104,0.00141,0.00138,0.00141,0.00162,0.00154,0.0017,0.00149,0.00145,0.00141
Saint Kitts and Nevis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent/Grenadines,,0.00018,0.00018,0.00019,0.00019,0.00023,0.00027,0.00029,0.00032,0.00036,0.00038,0.00025,0.00014,0.00021,0.00024,0.00022,0.00022,0.00022,0.00021,0.00022,0.00022,0.00026,0.0002,0.00022,0.00021,0.00027,0.00026,0.00023,0.00022,0.00023,0.00022,0.00025,0.00024,0.00024
Suriname,,0.00917,0.00862,0.01099,0.00751,0.00883,0.01236,0.01251,0.00798,0.01195,0.02057,0.02118,0.02261,0.02643,0.02648,0.02893,0.02934,0.03059,0.0247,0.02934,0.03648,0.03038,0.03056,0.03061,0.03068,0.03079,0.03128,0.03531,0.03975,0.04515,0.04534,0.04418,0.04371,0.04234
Trinidad and Tobago,,0.55003,0.61244,0.50248,0.48461,0.57552,0.61061,0.52843,0.4952,0.50726,0.50858,0.51505,0.54702,0.51431,0.53455,0.56088,0.58101,0.61576,0.6283,0.62523,0.7314,0.81517,0.8427,0.9435,1.25259,1.35401,1.47733,1.71229,1.75802,1.76304,1.80613,1.85795,1.77027,1.72836
Turks and Caicos Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,,0.02336,0.02634,0.02531,0.07485,0.07342,0.06669,0.07539,0.07487,0.05538,0.04028,0.07278,0.06374,0.08178,0.07509,0.07685,0.06022,0.05947,0.06589,0.09284,0.05616,0.07157,0.09445,0.09645,0.0859,0.04777,0.06656,0.03581,0.08031,0.05219,0.05897,0.09299,0.07218,0.06175
Venezuela,,5.76591,5.66743,5.25069,5.03204,5.05581,4.8169,5.21455,5.16944,5.58386,5.76615,6.30585,6.96108,6.9551,7.26089,7.69874,8.07865,8.61848,9.4829,9.44805,8.53973,9.37129,9.22927,8.15865,7.3195,8.06188,8.02834,7.9986,7.71447,7.67106,7.16739,6.88401,7.16572,7.25648
"Virgin Islands,  U.S.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virgin Islands, British",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,,40.1396,40.87425,42.34122,44.32358,44.72993,47.55121,48.51998,49.07667,49.24187,48.27619,46.87014,46.41056,46.35253,46.89894,48.06234,49.00591,51.65557,51.44076,50.41182,50.76134,50.59791,51.24121,50.99433,50.19711,50.25697,48.56533,47.3641,46.35244,46.55348,44.84694,45.49784,43.70327,44.00391
Albania,,0.15556,0.15826,0.20594,0.23428,0.19082,0.19173,0.1966,0.20228,0.18613,0.19463,0.12711,0.09511,0.06442,0.06284,0.06766,0.06778,0.0827,0.07317,0.06576,0.06754,0.06085,0.05137,0.05187,0.06917,0.07154,0.07103,0.06866,0.04305,0.05283,0.06405,0.09998,0.07519,0.07944
Austria,,0.47051,0.46393,0.46539,0.45463,0.43889,0.45569,0.45495,0.39712,0.49775,0.4985,0.46314,0.46927,0.49498,0.51172,0.49048,0.51853,0.48535,0.49279,0.51301,0.548,0.55978,0.55187,0.55051,0.48629,0.51458,0.50733,0.5174,0.54143,0.54093,0.56728,0.54926,0.52198,0.59681
Belgium,,0.2499,0.35875,0.39293,0.45218,0.50069,0.5644,0.58806,0.56233,0.49887,0.46717,0.45352,0.44551,0.44511,0.42503,0.4131,0.42109,0.43973,0.4787,0.46837,0.49802,0.49219,0.47717,0.48696,0.48606,0.48947,0.49703,0.49681,0.51948,0.50293,0.53139,0.54946,0.5696,0.49792
Bosnia and Herzegovina,,--,--,--,--,--,--,--,--,--,--,--,--,0.16728,0.13819,0.0476,0.08254,0.07641,0.12359,0.14306,0.15115,0.17616,0.17774,0.1897,0.19231,0.20523,0.20778,0.2197,0.19808,0.23048,0.24696,0.253,0.24639,0.24389
Bulgaria,,0.33975,0.36186,0.39343,0.4149,0.42863,0.40701,0.42949,0.44638,0.45712,0.4551,0.41266,0.3523,0.33124,0.34806,0.35646,0.39967,0.43258,0.41631,0.41817,0.37248,0.40542,0.40542,0.42746,0.39724,0.38826,0.40649,0.42085,0.38788,0.39568,0.3825,0.4191,0.47633,0.4425
Croatia,,--,--,--,--,--,--,--,--,--,--,--,--,0.20176,0.21109,0.21515,0.20963,0.21586,0.1879,0.19221,0.18817,0.18173,0.18978,0.1652,0.17065,0.17901,0.16573,0.15939,0.15491,0.16152,0.17783,0.18895,0.13406,0.14791
Cyprus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0.00001,0.00003,0.00014,0.0001,0.00118,0.00124,0.00245
Czech Republic,,--,--,--,--,--,--,--,--,--,--,--,--,--,1.20062,1.11561,1.0606,1.11301,0.89473,0.84072,0.76037,0.81381,0.83901,0.86848,0.91524,0.90972,0.89515,0.91856,1.06592,1.04893,1.00387,1.02133,1.05482,1.06354
Denmark,,0.01278,0.0314,0.07281,0.09551,0.10792,0.16822,0.23852,0.30512,0.31139,0.36698,0.38207,0.46097,0.51351,0.55643,0.59513,0.61495,0.70895,0.8169,0.83987,0.98184,1.1449,1.11831,1.17875,1.18428,1.28484,1.30134,1.21929,1.11977,1.1007,0.97583,0.96039,0.87959,0.78878
Faroe Islands,,0.00051,0.00051,0.00051,0.00052,0.00051,0.00051,0.00051,0.00051,0.00064,0.00074,0.00077,0.00077,0.00086,0.00076,0.00078,0.00078,0.00073,0.00077,0.00079,0.00072,0.00077,0.00078,0.00098,0.00089,0.00101,0.00108,0.00114,0.00118,0.00106,0.00104,0.00078,0.00101,0.00106
Finland,,0.17443,0.2847,0.2995,0.31471,0.32141,0.31393,0.31468,0.33441,0.32778,0.32125,0.35467,0.37903,0.39396,0.39359,0.37684,0.38657,0.37393,0.40186,0.46293,0.44161,0.45564,0.44327,0.418,0.41529,0.47743,0.46314,0.44747,0.47028,0.49868,0.44329,0.46016,0.4546,0.49389
Former Czechoslovakia,,1.66636,1.64526,1.67563,1.72966,1.77445,1.80665,1.87446,1.91643,1.90232,1.84288,1.6751,1.55915,1.48033,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,,--,--,--,--,--,--,--,--,--,--,--,--,0.53634,0.51561,0.49311,0.44361,0.59975,0.58052,0.59725,0.49505,0.53768,0.54541,0.5528,0.54083,0.55078,0.5206,--,--,--,--,--,--,--
Former Yugoslavia,,1.04746,1.14904,1.1843,1.22998,1.35369,1.42134,1.46354,1.44013,1.45955,1.44267,1.3885,1.29072,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
France,,2.33296,2.66161,2.62741,2.96622,3.3718,3.5489,3.80346,3.95824,4.04951,4.03841,4.24685,4.44925,4.6134,4.83851,4.86432,4.94188,5.0287,4.92414,4.77703,4.92164,5.02484,5.14588,5.13049,5.14634,5.16915,5.12437,5.16133,5.09363,5.15679,4.81589,5.1031,5.10562,5.07565
Germany,,--,--,--,--,--,--,--,--,--,--,--,6.3591,6.17629,5.84931,5.71644,5.66677,5.49839,5.5714,5.26857,5.31983,5.32689,5.29479,5.3131,5.28056,5.35966,5.24738,5.28933,5.24148,5.0783,4.82705,4.85528,4.74734,4.80432
"Germany, East",,2.423,2.50096,2.55479,2.60895,2.77718,2.92252,2.88311,2.85581,2.87731,2.78734,2.48737,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"Germany, West",,4.77949,4.919,4.93276,4.81234,5.02623,5.3512,5.16001,5.1942,5.24192,5.12603,5.05376,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,,0.17449,0.21675,0.25165,0.26604,0.28754,0.30472,0.32362,0.35638,0.36877,0.37665,0.37067,0.39023,0.33158,0.35184,0.34717,0.35758,0.35231,0.38478,0.39526,0.38672,0.39963,0.39456,0.40484,0.41554,0.41737,0.41723,0.40406,0.37976,0.38709,0.40622,0.39041,0.37645,0.40822
Hungary,,0.59967,0.59552,0.625,0.63092,0.65526,0.68746,0.67844,0.70189,0.69452,0.66335,0.60291,0.56476,0.55265,0.52418,0.52174,0.52033,0.51187,0.5247,0.47608,0.45884,0.45343,0.44885,0.41802,0.39139,0.39692,0.39893,0.39292,0.38392,0.38636,0.40386,0.40181,0.3917,0.37026
Iceland,,0.03223,0.03363,0.03737,0.03966,0.04094,0.0402,0.04239,0.04326,0.04557,0.04667,0.04641,0.04639,0.04651,0.04822,0.04879,0.05079,0.05242,0.05648,0.06343,0.07284,0.07768,0.08228,0.08484,0.08545,0.08563,0.0861,0.09773,0.11753,0.16103,0.16308,0.16518,0.16598,0.1658
Ireland,,0.04282,0.0604,0.08291,0.08823,0.09175,0.09784,0.07078,0.0678,0.08177,0.08956,0.0906,0.09257,0.09219,0.10319,0.10647,0.10681,0.10424,0.09308,0.07469,0.06091,0.05685,0.04178,0.04508,0.03765,0.04583,0.0406,0.04416,0.04535,0.05253,0.05605,0.0521,0.06693,0.0595
Italy,,1.08469,1.11703,1.16611,1.11838,1.16586,1.16672,1.25363,1.19188,1.26337,1.18802,1.18699,1.28485,1.31793,1.34769,1.42142,1.35838,1.42829,1.4202,1.40398,1.34488,1.32447,1.29522,1.22013,1.17676,1.25521,1.19173,1.16001,1.08257,1.14737,1.1659,1.28897,1.35961,1.41416
Kosovo,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06904,0.07719,0.07804,0.0744,0.07775
Luxembourg,,0.00119,0.00134,0.00122,0.00121,0.00128,0.00109,0.00121,0.00149,0.00146,0.00113,0.00108,0.00126,0.00104,0.00109,0.00163,0.00144,0.00104,0.00134,0.00173,0.00159,0.00206,0.00208,0.00187,0.00171,0.00228,0.00239,0.00278,0.003,0.00317,0.003,0.00304,0.00293,0.00311
Macedonia,,--,--,--,--,--,--,--,--,--,--,--,--,0.06949,0.06584,0.06719,0.07159,0.07121,0.07484,0.08315,0.0792,0.06223,0.06078,0.06131,0.06606,0.06601,0.06351,0.06323,0.05599,0.06224,0.06487,0.07111,0.07193,0.06275
Malta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0.00002,0,0.00015
Montenegro,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.03057,0.02321,0.03042,0.02848,0.04372,0.02904,0.03161
Netherlands,,3.15555,2.93671,2.53892,2.72447,2.76318,2.92124,2.7408,2.73001,2.4225,2.60429,2.63501,2.95075,2.92717,2.97687,2.91287,2.90712,3.24814,2.88062,2.76941,2.55531,2.47272,2.62971,2.61547,2.52718,2.94062,2.70443,2.65403,2.64604,2.88479,2.72399,3.02276,2.79029,2.75484
Norway,,2.92913,3.02015,3.01558,3.43669,3.67444,3.77109,3.91,4.33576,4.68478,5.58781,5.80362,6.17502,6.86308,7.12045,7.77376,8.34888,9.26151,9.58339,9.33133,9.53233,10.29967,10.30065,10.68987,10.63141,10.79209,10.65661,10.12339,9.91874,10.12592,9.87777,9.43829,9.00343,9.56817
Poland,,4.78572,4.08336,4.65675,4.72645,4.80354,4.86512,4.9189,4.97737,4.97228,4.60421,3.86027,3.7221,3.65886,3.6713,3.72343,3.58836,3.82824,3.83374,3.35664,3.50316,3.05651,3.07383,3.07707,3.05629,3.03628,2.96598,2.89804,2.72128,2.65802,2.51188,2.50051,2.56569,2.69425
Portugal,,0.08783,0.05765,0.0777,0.09014,0.10718,0.11913,0.09723,0.10414,0.13441,0.07043,0.10539,0.10565,0.05983,0.0993,0.12103,0.09597,0.16176,0.14401,0.14299,0.08851,0.13274,0.16384,0.10088,0.18073,0.12505,0.08517,0.15789,0.16213,0.14643,0.18063,0.27824,0.23568,0.18379
Romania,,2.2898,2.35684,2.47625,2.57569,2.51444,2.41449,2.48679,2.48799,2.47888,2.28382,1.87267,1.62151,1.50616,1.45788,1.42327,1.44876,1.43002,1.40253,1.25241,1.20713,1.19067,1.25059,1.20088,1.13735,1.14446,1.1497,1.17748,1.16289,1.18777,1.13302,1.13524,1.128,1.09215
Serbia,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.53233,0.5224,0.47194,0.48385,0.50622,0.50379,0.47889
Slovakia,,--,--,--,--,--,--,--,--,--,--,--,--,--,0.23196,0.2422,0.23676,0.23512,0.22558,0.23146,0.24543,0.28355,0.29535,0.30525,0.28367,0.27448,0.27596,0.2786,0.24662,0.26107,0.23671,0.2501,0.24958,0.25524
Slovenia,,--,--,--,--,--,--,--,--,--,--,--,--,0.13456,0.12521,0.12975,0.13854,0.13855,0.13672,0.13838,0.13866,0.13907,0.14005,0.14484,0.13921,0.15137,0.14618,0.14363,0.14043,0.15479,0.15437,0.15094,0.14841,0.14128
Spain,,0.86618,0.91924,1.02635,1.13214,1.28212,1.3315,1.36727,1.35649,1.48623,1.43904,1.42504,1.43464,1.34103,1.33401,1.32682,1.18776,1.34779,1.27961,1.30495,1.2568,1.33594,1.51374,1.33535,1.50893,1.46119,1.29711,1.39505,1.3877,1.3939,1.43096,1.72646,1.54065,1.54672
Sweden,,0.87311,0.98832,0.95362,1.07081,1.20975,1.30937,1.31774,1.40352,1.39002,1.39142,1.41575,1.41002,1.3929,1.37407,1.3293,1.39111,1.26501,1.39885,1.49598,1.45974,1.39141,1.54579,1.37188,1.2387,1.44263,1.51537,1.36485,1.41573,1.42275,1.28446,1.36835,1.39967,1.54277
Switzerland,,0.47541,0.51526,0.52227,0.52057,0.49033,0.5489,0.55892,0.58063,0.59973,0.54193,0.55368,0.56842,0.57927,0.60849,0.65386,0.61329,0.55185,0.60642,0.60541,0.67387,0.64805,0.70332,0.6398,0.63697,0.61789,0.5576,0.59848,0.64025,0.64556,0.63891,0.63349,0.60113,0.63325
Turkey,,0.42914,0.46927,0.51297,0.49122,0.54243,0.61885,0.70011,0.77913,0.80585,0.81742,0.85381,0.8705,0.94822,0.98966,0.94924,0.98529,1.04515,1.09851,1.16474,1.05768,1.00392,0.89666,0.9431,0.91513,1.00078,1.06457,1.15442,1.17343,1.19349,1.2319,1.35082,1.39124,1.38128
United Kingdom,,8.65992,8.96749,9.5911,10.09708,8.8077,10.20138,10.64475,10.34599,10.00148,9.02875,9.00071,9.3107,9.11058,9.41593,10.20971,10.78276,11.56496,11.33258,11.53202,11.89134,11.08667,11.16134,10.99953,10.48184,9.40019,8.53768,7.77052,7.28635,6.93884,6.55277,6.18005,5.33898,4.89979
