Locality,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Argentina,,429.90143,548.95106,567.69035,535.72332,559.97417,440.92454,401.24133,411.16214,564.38342,567.69035,305.34025,321.87492,222.66689,184.086,383.60435,336.20496,342.81883,275.57784,318.56798,369.93569,285.85138,205.51493,106.4943,98.10571,56.21788,27.55778,155.4259,121.25425,102.16222,90.38953,71.65024,99.20802,88.18491
Aruba,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bahamas, The",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,,5778.31615,6271.04932,6995.26789,7426.27163,8288.27911,8501.0252,8147.18326,7588.3114,8081.04458,7353.51908,5065.1207,5718.79133,5215.03504,5065.1207,5659.26652,5730.91676,5296.60608,6224.75225,6080.34946,6239.08229,7502.33111,6232.46843,5670.28963,5121.33858,5959.09521,6894.95755,6494.81853,6575.28726,7288.48271,6293.09555,5969.01601,6068.22403,6947.8685
Cayman Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,,1284.19273,1251.12339,1129.86914,1135.3807,1349.2291,1461.66486,1838.65535,1760.39124,2161.63258,2190.29267,2406.3457,2433.90348,1792.35827,1493.63189,1302.93203,1144.19919,1106.7206,1150.81306,1037.27499,534.62101,403.09322,634.68883,477.30082,634.93134,256.83855,599.65738,742.95786,267.86166,735.24168,701.07002,682.33073,720.91163,790.35724
Colombia,,4532.70431,4767.49663,4874.42083,5723.20058,7310.52894,9766.47865,11731.8998,14836.00859,16607.42294,20207.57184,22562.10891,22037.4087,24146.13033,23394.35398,24983.88696,28373.49439,33140.99102,35926.53183,37204.1107,36105.10627,42044.35988,47885.50777,43576.57266,55146.97283,59186.40383,65106.73075,72307.21594,77053.98912,81022.08955,80255.98315,81956.84958,94581.62158,98602.85342
Costa Rica,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands (Islas Malvinas),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Guiana,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,,53.51722,115.9356,90.74778,115.85292,132.30492,163.94126,191.25102,139.93843,155.20544,132.5805,107.14577,62.60026,94.77673,91.59656,69.47207,56.67644,22.81674,24.30156,23.18271,23.7989,18.33144,20.78959,24.35006,17.27322,17.96768,46.95846,113.17431,118.01345,146.77276,160.29812,101.36855,108.52255,164.24439
Puerto Rico,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent/Grenadines,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,,46.29708,54.01326,56.21788,40.78552,56.21788,46.29708,62.83175,68.3433,1201.51938,2342.41164,2413.46663,2397.83585,2700.35418,4205.2517,4715.36833,4480.0469,4010.91421,5672.52733,8218.8335,7693.16326,8691.33926,8361.40645,8122.76706,7503.43342,7438.39705,7930.57908,8678.43119,6720.41757,5425.89618,3617.52133,3009.31001,2503.3491,3439.21144
"Virgin Islands,  U.S.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virgin Islands, British",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,,1326806.559,1331123.706,1385185.817,1400690.785,1369671.391,1453470.655,1479876.446,1476901.914,1461688.584,1447372.128,1323420.567,1158735.898,1092902.03,1026510.039,962315.4276,955764.2242,951064.6509,934289.9368,879859.7243,826498.6292,829889.2056,839275.971,830437.3189,825113.4086,813665.4862,799215.4189,799409.4257,809034.8085,796478.3798,763584.3065,739872.4868,779441.0554,773613.1352
Albania,,1563.07751,1697.55949,1873.92931,2039.27602,2215.64583,2369.96942,2388.70872,2352.33244,2407.44801,2417.36881,2281.78451,1198.21245,403.44596,235.89463,186.45597,88.18491,124.56118,42.99014,54.01326,54.01326,33.06934,23.14854,84.87797,89.28722,89.28722,70.54793,70.54793,70.54793,93.69647,15.43236,15.43236,9.9208,22.04623
Austria,,3158.12205,3374.17507,3634.32055,3352.12884,3227.56766,3396.2213,3272.76243,3071.03945,2346.82088,2277.37527,2698.45821,2293.90994,1952.19342,1864.00851,1509.06425,1430.80014,1222.4633,1246.71415,1257.73726,1254.43033,1376.78689,1329.3875,1556.46364,1269.86269,259.04317,0,0,0,0,0,0,0,0
Belgium,,6971.01704,11697.72815,12162.90354,10933.82638,11475.06125,11429.86649,10102.68361,7392.09998,3540.62409,2799.87085,1236.79335,698.8654,240.30388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,,--,--,--,--,--,--,--,--,--,--,--,--,16534.67039,14330.04767,1543.2359,1807.79063,1862.9062,6010.90384,7754.76041,7464.85253,8200.0942,8324.65539,8725.89672,9848.04969,9792.93412,10051.97729,10984.5327,10764.07043,12394.38893,12642.40898,12108.89028,13919.98785,13918.88554
Bulgaria,,33304.13311,32233.09432,35510.46441,35704.17358,37099.40214,34039.37478,38826.71302,40586.00195,37640.62599,37807.07501,34915.71231,27906.44507,29737.16378,28225.8949,28254.44477,30559.16507,31131.47742,32747.46697,33191.66428,27906.77576,29156.13546,29358.14504,28701.61942,30106.61445,29200.09564,27221.57902,28305.15109,31364.06511,31734.44173,29967.43662,32413.46553,40926.61616,35846.0631
Croatia,,--,--,--,--,--,--,--,--,--,--,--,--,132.27736,126.87604,113.75853,90.60999,73.08324,53.50068,61.50897,16.87749,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,,--,--,--,--,--,--,--,--,--,--,--,--,--,93895.98392,84816.24525,81937.00798,84021.47876,81036.4196,74437.9838,65182.97762,71828.81281,72869.39473,69838.03849,70444.30974,68122.84202,68371.96439,69338.69145,69033.3512,66359.14384,62189.09997,60857.50785,63828.23696,60597.36237
Denmark,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Czechoslovakia,,137244.3781,134745.4383,137146.2724,141555.5179,144635.927,141544.4947,141079.3194,140836.8109,138308.1086,131862.8941,117490.5287,109269.7882,101899.8667,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,,--,--,--,--,--,--,--,--,--,--,--,--,42345.29088,40632.29902,37203.00838,44748.32964,44673.37247,47375.13761,48585.47548,36486.506,44659.04242,44890.52781,47124.91293,49480.55231,49786.99486,45201.37961,--,--,--,--,--,--,--
Former Yugoslavia,,45526.46225,57235.29067,60256.63793,65468.36603,71729.60479,77011.88082,77001.96002,78771.16975,79999.14461,82225.81355,83608.112,78035.92808,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
France,,22822.25439,22960.04331,21997.72549,21617.42807,20965.96206,18698.50759,18227.87576,17419.82641,15206.3852,15034.42463,14131.63163,13330.25127,12187.15439,11296.48681,9963.79238,9275.95009,8939.74513,7505.63805,6171.8413,5612.96944,3816.20193,2530.90688,1797.86983,1916.91945,176.36982,0,0,0,0,0,0,0,0
Germany,,--,--,--,--,--,--,--,--,--,--,--,388368.5428,346087.186,315234.5934,291781.8202,277356.8977,264991.2416,251737.0498,232999.4212,226118.2315,226047.6064,227112.5163,232573.1574,229102.1883,232672.5748,226993.4667,220553.7638,225526.2903,214268.3844,202409.7188,200954.6678,207852.9323,217144.3147
"Germany, East",,284503.255,294023.9182,304279.8231,306407.284,326660.0506,344093.1047,343105.4338,340587.7546,342062.6472,331859.6533,308647.1807,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"Germany, West",,247743.7064,249688.9222,247738.8893,238238.1118,236016.4584,233636.3698,224870.7678,213556.0928,209852.2164,208861.3818,205063.2909,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,,25571.41892,30109.63479,30202.22894,33724.11373,35827.32381,39559.75007,41993.65355,49176.31437,53266.99183,57172.48097,57205.55031,58086.29709,60683.34265,60425.4018,62470.18937,63561.47761,65897.27538,64864.40964,67113.12481,68399.52217,70423.36583,73131.74484,77677.67688,75286.76354,77206.98993,76498.20373,71415.44605,73092.06163,72443.90255,71532.29105,62302.63804,64668.19822,68110.71659
Hungary,,28687.65313,28941.18474,29144.01003,28124.37203,27927.05829,26556.88527,25751.09567,25501.9733,23306.16907,22401.17145,19654.21154,18888.10515,17465.02118,16349.48208,15524.95319,16283.3434,16820.16904,17376.83627,16168.70302,16035.32335,15468.73531,15337.56026,14359.81008,14661.84339,12392.1843,10549.11971,10970.20265,10822.49293,10366.13603,9905.36988,10045.36342,10532.58504,10240.47253
Iceland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,,66.13868,76.05948,68.3433,82.67335,77.1618,62.83175,59.52481,49.60401,46.29708,47.39939,27.55778,1.10231,1.10231,1.10231,1.10231,1.10231,31.96703,34.17165,33.06934,34.17165,51.80863,51.80863,60.62712,56.21788,60.62712,60.62712,61.72944,59.52481,65.03637,78.26411,72.75255,67.24099,66.13868
Italy,,1421.98165,1342.61524,2104.31239,1933.45412,1968.72809,2104.31239,1124.35759,1072.54895,1146.40381,1183.8824,1117.74372,1059.32122,909.40687,694.45616,299.82869,189.59755,151.01666,238.09925,208.33685,126.76581,15.43236,153.22128,179.67675,275.57784,108.02651,104.71958,23.14854,174.16519,128.97043,79.36642,111.33345,101.41265,88.18491
Kosovo,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8507.63907,9469.95689,9533.89095,9141.4681,9572.47185
Luxembourg,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macedonia,,--,--,--,--,--,--,--,--,--,--,--,--,7691.92867,7624.68767,7561.85593,7990.65505,7876.01466,8204.50345,9012.49768,8129.54628,8284.97218,8935.33588,8355.52011,8137.26246,7986.2458,7585.00446,7318.24512,7174.94464,8410.63567,8185.76416,7411.94158,9048.87395,8234.26586
Malta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1666.69478,1326.08057,1918.02177,1054.91197,2136.27941,2174.86031,2204.62272
Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,,317.46567,451.94766,485.017,555.56493,497.14242,558.87186,481.71006,439.82223,291.0102,396.83209,334.00034,363.76275,395.72978,295.41944,331.79572,321.87492,253.53161,425.49218,361.55813,445.33379,696.66078,1970.93271,2350.12782,3245.20464,3201.11219,1621.50001,2640.03571,4489.71417,3780.92796,2911.2043,2132.97248,1527.80354,1354.74066
Poland,,253517.2826,218874.9436,250183.8931,257526.3891,266726.2797,274903.2253,285871.2234,293440.7955,293439.6932,274675.0469,237081.8203,230860.375,218439.5306,218251.0353,220106.2253,220943.982,222048.498,221175.4674,196556.4455,188319.975,179246.6959,180046.0921,178249.8647,179212.6785,178260.2815,174987.5191,171134.9409,159773.4177,157993.1849,148355.6766,146256.8758,152680.0441,158197.1125
Portugal,,195.55004,202.60483,196.76258,204.14806,213.8484,262.3501,260.03525,287.26234,253.31115,284.39633,309.74949,297.95476,243.50058,217.15534,162.03977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,,38760.57434,40704.98543,41730.75229,49078.09843,48797.00903,51346.76544,52379.63118,56814.22978,64805.98714,66395.52012,42089.55464,35721.50192,42295.68687,43817.97885,44695.41869,45328.14542,46152.67431,37265.84013,28914.72927,25223.08853,32281.18816,36694.84285,33525.69769,36445.72048,35044.68274,34288.49715,38496.01961,39440.70044,39529.98766,37435.59608,34311.64569,39145.281,37512.75788
Serbia,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47927.3956,48350.68316,42669.37042,42437.88503,41861.37619,45310.50843,41912.08251
Slovakia,,--,--,--,--,--,--,--,--,--,--,--,--,--,3909.89839,4005.79948,4143.5884,4220.7502,4315.54897,4355.23218,4131.46298,4021.23184,3774.3141,3752.26787,3413.85828,3254.02313,2767.90382,2426.1873,2326.97928,2670.90042,2836.24713,2621.29641,2619.09179,2526.49764
Slovenia,,--,--,--,--,--,--,--,--,--,--,--,--,6124.44191,5644.93647,5350.61934,5383.68868,5254.71825,5640.52723,5392.50717,5028.74442,4937.25258,4555.85285,5166.53334,5324.16387,5301.01533,5003.39126,4984.65197,4998.98202,4983.54966,4882.13701,4883.23932,4961.50343,4715.688
Spain,,30877.9458,38308.62668,43326.34799,44040.64575,43642.71135,43720.97545,42240.5713,38130.05224,35097.59369,40180.35137,39179.45265,36866.80342,36816.0971,34727.21707,32577.70992,31132.57973,29684.1426,29145.11235,28797.88427,26767.42674,25872.34992,24998.21701,24288.3285,22665.72617,22583.05282,21474.12759,20334.33765,18939.91378,11229.24582,10411.33079,9292.48476,7298.40351,6773.7033
Sweden,,19.8416,30.86472,14.33005,14.33005,14.33005,13.22774,13.22774,27.55778,33.06934,22.04623,12.12542,30.86472,40.78552,4.40925,0.53297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,,20776.3645,23540.96139,25433.63,28280.90024,33515.77689,44544.40204,51665.33342,52307.31956,43887.42447,58023.46534,52280.42316,50825.37217,56691.87322,53528.23962,59933.77093,60707.5935,62129.57516,66060.41747,74288.06945,73896.74892,69741.03509,68450.22849,59507.17643,53531.54655,51121.89392,64308.84471,70829.01641,83074.5933,87525.72657,87632.65077,80908.55148,83903.53144,76621.6626
United Kingdom,,143757.936,140883.1079,137695.2235,131809.9831,56438.34161,103617.2678,119159.858,115081.3059,114750.6125,111443.6785,104054.8854,104632.4944,93584.0298,75176.53461,53921.76036,52481.85954,53503.98877,51787.68998,44143.1607,39862.88569,33730.7276,34737.13787,32561.17525,30599.06103,27045.20921,22055.04568,19928.68707,18232.22989,19405.08917,19151.55756,19639.88149,19722.55484,17953.34511
Eurasia,,789714.5973,772800.7318,785677.9331,778853.5234,785338.4212,800718.9716,828062.9072,837580.2634,851309.5514,816066.4526,881835.8599,701655.352,624842.9895,555340.0537,489977.3993,447720.2933,417321.853,401387.2809,388475.467,398173.6024,422399.0991,421093.9625,414876.9264,450530.085,450715.2733,478373.3676,492269.1046,495810.831,528524.1252,481061.905,542437.4992,557827.9704,606549.0302
Armenia,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,,789714.5973,772800.7318,785677.9331,778853.5234,785338.4212,800718.9716,828062.9072,837580.2634,851309.5514,816066.4526,881835.8599,701655.352,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,,--,--,--,--,--,--,--,--,--,--,--,--,155.4259,165.3467,202.82529,37.47859,17.63698,5.95248,16.53467,17.63698,7.71618,1.10231,6.61387,8.81849,8.81849,5.51156,9.9208,15.43236,12.12542,167.55133,115.74269,154.32359,279.98709
Kazakhstan,,--,--,--,--,--,--,--,--,--,--,--,--,139489.7864,123318.8787,115329.326,93138.69601,85956.03519,80079.61334,78071.20204,65911.60543,85367.40093,87167.47538,81566.63136,93819.92443,95912.11139,96118.24362,106554.9276,107836.9157,122435.9273,111172.5099,122278.2968,128364.1578,138917.6868
Kyrgyzstan,,--,--,--,--,--,--,--,--,--,--,--,--,2371.07173,1897.07785,931.4531,510.37016,443.12917,575.40653,482.81238,459.66384,468.48233,523.5979,505.96091,466.27771,500.44936,390.21822,361.55813,419.98063,518.08634,641.54521,634.93134,870.82597,1285.29505
Latvia,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,,--,--,--,--,--,--,--,--,--,--,--,--,286.60095,197.31373,122.35656,35.27396,39.68321,52.91095,8.81849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,,--,--,--,--,--,--,--,--,--,--,--,--,348764.7003,315631.4254,280687.053,270868.7658,264925.1029,252838.2589,241034.7088,259241.5855,264911.8752,262391.9914,261887.1328,283270.8709,285436.9127,311822.9397,313680.3343,318591.1314,336163.0768,304228.0144,354614.6667,354869.3006,390152.0826
Tajikistan,,--,--,--,--,--,--,--,--,--,--,--,--,235.89463,191.80218,116.845,37.47859,22.04623,18.73929,20.94392,20.94392,24.25085,26.45547,39.68321,51.80863,102.51496,109.12882,115.74269,199.51836,219.35996,222.66689,220.46227,260.14548,220.46227
Turkmenistan,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,,--,--,--,--,--,--,--,--,--,--,--,--,128401.6364,109731.7889,88349.15315,79677.26969,62790.96197,64567.88788,65618.39061,69248.30192,68787.53577,67994.9739,67853.87805,70803.66325,65685.6316,66536.61597,67980.64385,64953.69686,65548.94499,60601.77161,60574.21383,69071.9321,71244.58779
Uzbekistan,,--,--,--,--,--,--,--,--,--,--,--,--,5137.87325,4206.42015,4238.38718,3414.96059,3127.25733,3248.51158,3222.0561,3273.86474,2831.83788,2988.3661,3017.02619,2108.72163,3068.83482,3390.70974,3565.97725,3794.1557,3626.60437,4027.84571,3999.18561,4237.28487,4448.92865
Middle East,,992.08022,771.61795,1237.89566,1130.97145,1367.9684,1380.09382,1391.11694,1366.86609,1388.91231,1322.77363,1212.5425,987.67098,1070.34433,1068.13971,1425.28859,1254.43033,1334.89906,1333.79675,1355.84297,1146.40381,1265.45344,1227.97485,1137.58532,1259.94188,1349.2291,1715.19648,1819.91605,1835.34841,1752.67506,1269.86269,1129.86914,1141.99457,1296.31816
Bahrain,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran,,992.08022,771.61795,1237.89566,1130.97145,1367.9684,1380.09382,1391.11694,1366.86609,1388.91231,1322.77363,1212.5425,987.67098,1070.34433,1068.13971,1425.28859,1254.43033,1334.89906,1333.79675,1355.84297,1146.40381,1265.45344,1227.97485,1137.58532,1259.94188,1349.2291,1715.19648,1819.91605,1835.34841,1752.67506,1269.86269,1129.86914,1141.99457,1296.31816
Iraq,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
