Locality,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
"Virgin Islands,  U.S.",,0.69657,0.73563,0.74493,0.76539,0.76911,0.78678,0.80445,0.84165,0.84816,0.83049,0.85653,0.8742,0.89187,0.90954,0.92442,0.93651,0.94023,0.94395,0.94767,0.9486,0.95325,0.90024,0.90954,0.90954,0.91791,0.79487,0.8033,0.80988,0.78452,0.81096,0.76725,0.73842,0.72346
"Virgin Islands, British",,0.02046,0.02232,0.02325,0.02232,0.02511,0.02697,0.03069,0.03441,0.0372,0.03813,0.03906,0.03906,0.03906,0.03906,0.03906,0.03906,0.03906,0.03906,0.03906,0.03906,0.0372,0.03543,0.03534,0.03906,0.03906,0.03906,0.04185,0.04185,0.04371,0.04557,0.04743,0.04929,0.05115
Europe,,2006.04394,2011.29523,2023.29917,2084.94973,2189.33017,2280.08226,2339.2274,2411.19012,2465.01565,2519.23338,2531.7173,2546.41642,2545.42528,2541.44328,2574.90284,2641.96311,2723.18143,2761.56347,2823.13212,2859.11957,2952.30758,3016.9738,3050.09148,3116.27172,3191.21655,3232.56521,3293.43704,3335.09202,3365.02182,3213.20637,3358.70838,3317.77003,3313.29603
Albania,,2.974,2.987,2.981,2.975,2.977,3.039,3.027,3.441,3.205,3.431,1.659,1.715,1.443,1.727,2.017,2.152,2.79,2.084,2.2,3.482,3.75836,3.54878,4.54556,4.11058,3.7776,3.7388,2.99142,3.69368,4.276,4.49194,4.82694,5.186,4.059
Austria,,33.974,33.937,34.472,35.164,37.034,38.56,39.02,30.376,41.956,43.323,44.305,47.242,47.107,46.183,46.871,47.945,49.725,50.322,51.118,52.336,53.33642,55.44718,55.9188,57.81084,58.96108,60.53582,62.95448,63.31914,63.38922,61.025,63.465,65.079,64.004
Belgium,,45.18,45.201,44.89,46.045,48.247,50.037,51.298,53.794,56.049,57.832,59.032,61.818,63.968,64.663,67.735,69.71,71.19,73.00595,74.89311,75.298,78.53076,79.28752,80.098,81.41356,83.23096,82.76408,85.2971,85.12744,85.09678,78.94878,84.86156,82.825,81.894
Bosnia and Herzegovina,,--,--,--,--,--,--,--,--,--,--,--,--,5.324,3.157,3.554,3.205,3.916,4.373,5.484,5.105,7.3399,7.38858,7.48098,7.8861,8.27506,8.54176,8.47288,8.45802,10.56564,10.17526,11.06712,11.544,11.908
Bulgaria,,33.232,34.575,36.871,38.5,40.173,39.663,39.141,40.877,41.992,42.68,38.786,33.505,29.857,30.235,30.2755,33.218,34.733,30.066,30.012,27.362,27.4082,27.33136,28.27948,28.01322,27.82862,28.7814,30.03836,31.08473,31.71058,30.04748,30.20804,31.597,31.195
Croatia,,--,--,--,--,--,--,--,--,--,--,--,--,9.991,9.858,10.092,10.448,10.11,11.507,12.963,12.179,12.18404,12.34516,12.74052,12.83796,13.5151,14.23518,14.97544,15.45288,16.10266,15.28908,15.59012,15.731,19.63
Cyprus,,0.904,0.923,0.99,1.076,1.1,1.164,1.249,1.331,1.461,1.627,1.746,1.818,2.102,2.296,2.395,2.21,2.2875,2.375,2.601,2.755,2.98,3.105,3.391,3.65,3.735,3.95,4.152,4.364,4.621,4.646,4.794,4.4106,4.296
Czech Republic,,--,--,--,--,--,--,--,--,--,--,--,--,--,48.63235,50.37085,53.14985,55.006,54.89039,53.983,52.193,53.637,55.48092,55.41756,56.7624,58.1821,59.30822,61.0812,61.48862,62.18362,58.81544,61.033,60.41,60.548
Denmark,,21.959,22.198,22.614,22.801,22.523,23.927,26.777,27.795,27.761,28.361,28.868,29.92,30.492,30.788,31.391,31.453,31.911,32.452,32.28073,32.573,32.78184,32.88744,33.20028,33.3268,33.92788,34.55092,34.97284,34.72604,34.356,32.785,33.537,32.863,31.963
Faroe Islands,,0.14136,0.14601,0.14973,0.14973,0.15717,0.16926,0.1674,0.17112,0.19065,0.19158,0.18786,0.18042,0.17763,0.16128,0.1568,0.15584,0.1624,0.16338,0.1706,0.17929,0.18974,0.20569,0.21457,0.2218,0.22242,0.21925,0.23237,0.24126,0.24631,0.246,0.24899,0.24273,0.26133
Finland,,37.613,38.975,39.369,42.455,45.822,48.989,49.895,53.466,48.353,57.115,64.984,64.899,60.878,63.494,66.486,65.302,67.3142,70.64958,73.817,75.1,76.2067,78.16886,80.51898,81.70888,83.97366,81.83886,87.1797,87.4512,83.7813,78.43844,85.05552,80.887,82.037
Former Czechoslovakia,,68.54,66.088,66.863,68.842,70.998,74.267,76.271,77.873,78.902,80.44,81.79,77.939,72.284,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,,--,--,--,--,--,--,--,--,--,--,--,--,32.613,26.971,27.447,30.097,32.376,32.326,29.432,27.454,30.205,29.998,30.692,30.285,29.784,27.254,--,--,--,--,--,--,--
Former Yugoslavia,,51.044,55.186,56.142,58.914,62.905,65.188,67.85,70.201,72.24,71.174,70.579,64.682,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
France,,236.442,239.299,242.635,247.079,260.163,277.937,292.67,301.429,309.385,316.531,323.111,345.453,355.2228,356.142,363.617,367.8995,382.706,381.795,393.428,401.286,409.83866,420.5107,418.25338,435.4882,447.00428,452.34706,447.62518,450.10318,462.5325,446.51636,474.167,442.729,451.101
Germany,,--,--,--,--,--,--,--,--,--,--,--,491.098,485.685,477.208,475.055,482.523,489.296,492.93143,497.445,497.056,509.08148,520.1949,532.51744,542.143,548.3692,542.9602,548.1484,551.9874,544.996,519.43,547.224,543.746,540.121
"Germany, East",,93.619,89.256,90.562,92.517,102.835,106.223,108.359,109.512,111.156,110.58,97.72744,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"Germany, West",,358.404,360.011,356.39,364.136,380.628,390.936,396.015,405.476,414.336,395.677,402.042,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,,0.05,0.052,0.054,0.055,0.055,0.057,0.059,0.058,0.062,0.071,0.071,0.071,0.079,0.07219,0.07719,0.07719,0.07905,0.08091,0.08556,0.08928,0.1135,0.11444,0.11726,0.12196,0.12384,0.1323,0.13694,0.1407,0.15104,0.15856,0.16138,0.156,0.16
Greece,,20.306,20.511,20.718,22.154,23.603,24.484,24.881,25.918,27.349,29.147,30.526,31.482,32.96,33.652,35.206,36.53,38.115,39.83618,41.983,43.4,45.97792,47.33954,49.5354,51.67068,52.99664,54.13574,55.8125,58.35748,59.65142,58.8956,56.40104,56.372,57.726
Hungary,,27.385,27.722,28.767,30.007,31.552,32.429,33.084,34.594,34.593,34.795,34.143,31.851,30.514,29.29931,29.59,29.88273,30.73976,30.93312,31.04041,31.895,31.83722,32.88344,33.99772,34.92322,35.34814,36.0282,36.90062,37.77576,37.72184,35.6388,36.55372,36.744,36.761
Iceland,,2.857,2.954,3.235,3.419,3.598,3.518,3.682,3.701,4.026,4.095,4.073,4.065,4.16,4.369,4.495,4.605,4.6197,5.08769,5.787,6.742,7.3037,7.61376,7.95064,7.93864,8.16976,8.2347,9.44376,11.39788,15.76788,16.20288,16.23388,16.58188,16.94
Ireland,,8.446,8.302,8.483,8.435,8.67,9.486,9.779,10.697,10.639,11.388,12.014,12.605,13.372,13.701,14.286,14.968,15.941,16.77122,17.728,18.79,20.24872,20.8957,21.78134,22.36862,23.11974,24.00382,25.08454,25.3,26.355,24.9584,25.1784,24.5814,24.2434
Italy,,164.891,163.087,165.723,164.854,174.155,178.066,183.551,193.549,186.849,211.8418,219.007,224.429,229.508,229.183,236.653,243.307,245.688,252.79797,260.156,266.697,278.36228,284.27174,290.61424,294.97176,302.0686,306.6837,313.76748,314.7246,314.60606,297.3537,306.7789,311.302,303.132
Kosovo,,--,--,--,--,--,--,--,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.315,4.214,4.391,4.935,4.816
Luxembourg,,3.608,3.405,3.44,3.554,3.783,3.83,3.848,3.939,4.034,4.111,4.14,4.264,4.242,4.387,4.707,5.011,4.907,5.152,5.333,5.524,5.8151,6.16693,5.74857,5.9818,6.22082,5.98358,6.44118,6.5513,6.48188,5.98342,6.443,6.40348,6.108
Macedonia,,--,--,--,--,--,--,--,--,--,--,--,--,5.523,4.899,5.027,5.103,5.456,5.558,5.811,5.44,5.54954,5.29284,5.31796,6.04816,6.1399,6.60982,6.78346,7.14072,7.26374,6.73252,7.08726,7.786,7.384
Malta,,0.47058,0.51522,0.56544,0.575,0.593,0.663,0.719,0.8,0.873,0.934,1.13,1.224,1.281,1.29,1.308,1.382,1.341,1.364,1.408,1.516,1.56698,1.57042,1.65888,1.80784,1.79204,1.8496,1.84934,1.84424,1.84128,1.69992,1.60222,1.808,1.852
Montenegro,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.66888,3.4504,3.47366,2.95966,3.25268,3.468,3.264
Netherlands,,59.916,59.286,58.135,59.221,61.157,62.092,63.019,65.874,69.319,71.557,72.882,75.948,78.124,79.54465,82.263,84.141,87.217,89.31408,92.532,94.932,99.12144,101.21154,102.47742,103.88222,108.3509,108.32572,109.85652,112.22736,112.91308,107.83918,110.02182,111.372,107.485
Norway,,75.112,78.076,78.1,83.115,89.195,91.946,90.684,93.863,94.846,95.189,97.448,99.716,100.21885,101.586,102.558,104.516,103.945,104.129,110.537,110.449,112.97648,115.49142,109.59382,103.7594,109.15352,113.3512,110.46378,113.95484,115.65264,112.50628,119.575,113.158,115.505
Poland,,101.019,95.575,96.655,102.171,106.52,110.962,116.002,121.1,123.521,123.086,114.361,107.914,103.209,104.181,105.022,107.654,111.29922,113.58,113.445,111.397,113.33634,113.62904,112.02992,115.86062,119.1973,119.88156,125.94178,129.485,132.407,127.727,135.0055,137.7255,139.009
Portugal,,14.906,15.058,15.973,16.887,17.319,18.436,19.341,20.358,20.466,23.065,23.965,25.189,25.92,26.271,27.389,29.226,30.754,32.48895,34.302,36.159,38.56018,40.25568,41.61664,43.4106,45.0873,46.31462,48.03012,49.09648,48.67642,48.32642,50.25652,48.619,46.599
Romania,,59.543,62.258,62.039,63.398,65.926,67.505,71.794,71.281,74.159,75.104,64.647,53.477,50.139,49.034,48.186,50.154,51.684,48.27022,45.158,41.389,42.354,43.107,42.639,45.565,46.752,47.767,48.886,49.76354,50.264,45.505,48.548,49.976,46.152
Serbia,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28.068,28.72022,28.93598,28.28732,29.087,29.77,26.553
Slovakia,,--,--,--,--,--,--,--,--,--,--,--,--,--,23.4265,23.9585,24.362,26.252,25.266,25.306,24.501,24.85558,25.27724,25.38422,25.20378,25.75062,24.3567,25.43634,26.382,26.42378,24.85788,25.96284,26.551,25.758
Slovenia,,--,--,--,--,--,--,--,--,--,--,--,--,9.069,8.859,9.812,9.666,9.572,9.966,10.284,10.478,10.98846,11.35354,12.12664,12.51132,12.99748,13.19488,13.65646,13.74735,13.2951,11.77755,12.44236,13.077,13.023
Spain,,97.231,99.205,99.595,104.163,108.653,111.865,114.255,114.291,115.046,125.846,129.219,131.902,133.969,133.844,139.597,145.402,150.65,162.581,168.488,180.703,193.91716,206.60256,212.10284,222.9205,232.26668,241.63076,251.56151,255.24199,258.78754,245.71838,249.65132,245.98912,243.121
